"RecordIDS","AverageConsistency","COUNTRY-Consistency","COUNTRY-Values","YEAR_FOUNDED-Consistency","YEAR_FOUNDED-Values","CURRENT_EMPLOYEES-Consistency","CURRENT_EMPLOYEES-Values","Name-Consistency","Name-Values","INDUSTRY-Consistency","INDUSTRY-Values"
"Kaggle_1817070+dbpedia_121","0.6","1.0","{india}","1.0","{1979.0}","0.0","{3.0|16000.0}","1.0","{agility logistics|Agility Logistics}","0.0","{[, logistics and supply chain, ]|[, E-commerce, , Government contractor, , Facility management, , Supply chain, ]}"
"Kaggle_7882+dbpedia_4099","0.6","1.0","{denmark}","1.0","{1970.0|1970.0}","0.0","{1400.0|2280.0}","1.0","{sydbank|Sydbank}","0.0","{[, banking, ]|[, Financial services, ]}"
"Kaggle_5879491+dbpedia_519","1.0","1.0","{united states}","1.0","{1956.0}","1.0","{200000.0}","1.0","{bank of america|Bank of America}","1.0","{[, financial services, ]|[, Financial services, ]}"
"Kaggle_55445+dbpedia_4112","0.8","1.0","{iceland}","1.0","{1906.0|1906.0}","0.0","{208.0|750.0}","1.0","{siminn|Síminn}","1.0","{[, telecommunications, ]|[, Entertainment, , Infrastructure, , Information technology, , Telecommunications, ]}"
"Kaggle_372+dbpedia_3494","0.8","1.0","{united states}","1.0","{1864.0|1864.0}","0.0","{14761.0|36400.0}","1.0","{rr donnelley|RR Donnelley}","1.0","{[, printing, ]|[, Printing, ]}"
"Kaggle_56522+dbpedia_1327","0.6666666666666666",,,,,"1.0","{203.0}","1.0","{dynamatic technologies ltd|Dynamatic Technologies}","0.0","{[, mechanical or industrial engineering, ]|[, Security management, , Hydraulic machinery, , Aerospace manufacturer, , Automotive industry, ]}"
"Kaggle_166155+dbpedia_2520","0.5",,,"1.0","{2002.0|2002.0}","0.0","{64.0|1200.0}","1.0","{laxmi bank|Laxmi Bank}","0.0","{[, banking, ]|[, Bank, ]}"
"Kaggle_12121+dbpedia_2432","0.8","1.0","{united states}","1.0","{1966.0|1966.0}","0.0","{934.0|7900.0}","1.0","{kirkland's|Kirkland's}","1.0","{[, retail, ]|[, Retail, ]}"
"Kaggle_40153+dbpedia_387","0.8","1.0","{netherlands}","1.0","{1992.0|1975.0}","1.0","{290.0}","1.0","{auto trader|Auto Trader Group}","0.0","{[, automotive, ]|[, Internet, , Mobile phone, ]}"
"Kaggle_30955+dbpedia_689","1.0","1.0","{india}","1.0","{1986.0|1986.0}","1.0","{378.0}","1.0","{brigade group|Brigade Group}","1.0","{[, real estate, ]|[, Real estate, ]}"
"Kaggle_65600+dbpedia_2854","0.5",,,"1.0","{1997.0|1997.0}","0.0","{174.0|13447.0}","1.0","{mitsui chemicals group|Mitsui Chemicals}","0.0","{[, chemicals, ]|[, Chemical industry, ]}"
"Kaggle_7835+dbpedia_4757","0.6","1.0","{united states}","1.0","{1955.0|1955.0}","0.0","{1407.0|7500.0}","1.0","{worthington industries|Worthington Industries}","0.0","{[, mining & metals, ]|[, Steel, , Metal fabrication, ]}"
"Kaggle_106834+dbpedia_1683","0.8","1.0","{united states}","1.0","{1976.0|1976.0}","1.0","{103.0}","1.0","{gamco investors, inc.|GAMCO Investors}","0.0","{[, investment management, ]|[, Financial services, ]}"
"Kaggle_147365+dbpedia_4834","0.75",,,"1.0","{1987.0}","1.0","{73.0}","1.0","{ido|?DO}","0.0","{[, maritime, ]|[, Transport, ]}"
"Kaggle_509+dbpedia_1049","0.6","1.0","{united states}","1.0","{2012.0|2002.0}","0.0","{12017.0|10400.0}","1.0","{conocophillips|ConocoPhillips}","0.0","{[, oil & energy, ]|[, Petroleum industry, ]}"
"Kaggle_231953+dbpedia_375","0.8","1.0","{canada}","1.0","{1986.0|1986.0}","1.0","{44.0}","1.0","{aurico gold inc.|AuRico Gold}","0.0","{[, mining & metals, ]|[, Mining, ]}"
"Kaggle_1161+dbpedia_2579","0.8","1.0","{canada}","1.0","{1956.0}","0.0","{6482.0|200000.0}","1.0","{loblaw companies limited|Loblaw Companies}","1.0","{[, retail, ]|[, Retail, ]}"
"Kaggle_11323+dbpedia_2052","0.8","1.0","{south korea|South Korea}","1.0","{1974.0|1947.0}","1.0","{995.0}","1.0","{hyundai engineering co. ltd.|Hyundai Engineering & Construction}","0.0","{[, oil & energy, ]|[, Construction, ]}"
"Kaggle_5042+dbpedia_2529","0.6","1.0","{United States}","1.0","{1850.0}","0.0","{2049.0|26200.0}","1.0","{lehman brothers|Lehman Brothers}","0.0","{[, capital markets, ]|[, Investment, ]}"
"Kaggle_3027+dbpedia_4047","0.6","1.0","{japan}","1.0","{1895.0}","0.0","{3111.0|103000.0}","1.0","{sumitomo mitsui banking corporation|Sumitomo Mitsui Banking Corporation}","0.0","{[, banking, ]|[, Financial services, ]}"
"Kaggle_57442+dbpedia_569","0.8","1.0","{australia}","1.0","{1961.0}","1.0","{200.0}","1.0","{beach energy ltd|Beach Energy}","0.0","{[, oil & energy, ]|[, Petroleum industry, ]}"
"Kaggle_21638+dbpedia_4546","0.6","1.0","{united states}","1.0","{1996.0|1996.0}","0.0","{540.0|950.0}","1.0","{united therapeutics|United Therapeutics}","0.0","{[, pharmaceuticals, ]|[, Biotechnology, ]}"
"Kaggle_5584272+dbpedia_696","0.6","1.0","{united states}","1.0","{2003.0}","0.0","{1.0|477.0}","1.0","{brixmor property group|Brixmor Property Group}","0.0","{[, real estate, ]|[, Real estate investment trust, ]}"
"Kaggle_163387+dbpedia_134","0.6","1.0","{united states}","1.0","{2010.0}","0.0","{65.0|87.0}","1.0","{air lease corporation|Air Lease Corporation}","0.0","{[, airlines/aviation, ]|[, Aircraft lease, ]}"
"Kaggle_237372+dbpedia_3490","0.75",,,"1.0","{1973.0}","1.0","{43.0}","1.0","{rm education|RM Education}","0.0","{[, retail, ]|[, Software, , IT service management, , Computer hardware, ]}"
"Kaggle_204202+dbpedia_191","0.8","1.0","{china}","1.0","{2007.0|2007.0}","1.0","{51.0}","1.0","{allwinner technology|Allwinner Technology}","0.0","{[, semiconductors, ]|[, Fabless manufacturing, ]}"
"Kaggle_8369+dbpedia_2010","0.8","1.0","{united states}","1.0","{1921.0|1921.0}","0.0","{1321.0|1071.0}","1.0","{homestreet bank|HomeStreet Bank}","1.0","{[, financial services, ]|[, Financial services, ]}"
"Kaggle_45425+dbpedia_1447","0.6","1.0","{united states}","1.0","{2006.0|2006.0}","0.0","{255.0|2000.0}","1.0","{enphase energy|Enphase Energy}","0.0","{[, renewables & environment, ]|[, Renewable energy, , Solar energy, , High tech, ]}"
"Kaggle_46654+dbpedia_3299","0.8","1.0","{canada|Canada}","1.0","{1988.0|1988.0}","1.0","{248.0}","1.0","{pengrowth energy corporation|Pengrowth Energy}","0.0","{[, oil & energy, ]|[, Natural gas in Canada, , Petroleum industry in Canada, ]}"
"Kaggle_18514+dbpedia_3884","0.6","1.0","{united states}","1.0","{1903.0|1903.0}","0.0","{627.0|2923.0}","1.0","{simmons bank|Simmons Bank}","0.0","{[, banking, ]|[, Financial services, ]}"
"Kaggle_144493+dbpedia_2820","0.6","1.0","{singapore|Singapore}","1.0","{2005.0|2005.0}","0.0","{75.0|13.0}","1.0","{migme|Migme}","0.0","{[, internet, ]|[, Online service provider, ]}"
"Kaggle_31235+dbpedia_3533","0.5","1.0","{united states}",,,"0.0","{375.0|1600.0}","1.0","{reddy ice|Reddy Ice}","0.0","{[, consumer goods, ]|[, , ]}"
"Kaggle_5175449+dbpedia_2517","0.8","1.0","{spain}","1.0","{2010.0|2009.0}","1.0","{1.0}","1.0","{latitude|Latitude 360}","0.0","{[, architecture & planning, ]|[, Entertainment, , Restaurant, ]}"
"Kaggle_48755+dbpedia_4107","0.8","1.0","{japan}","1.0","{1968.0|1968.0}","0.0","{237.0|9231.0}","1.0","{sysmex corporation|Sysmex Corporation}","1.0","{[, medical devices, ]|[, Medical device, ]}"
"Kaggle_122132+dbpedia_4292","0.75",,,"1.0","{1851.0}","0.0","{90.0|4500.0}","1.0","{the new york times company|The New York Times Company}","1.0","{[, newspapers, ]|[, Newspaper, ]}"
"Kaggle_234150+dbpedia_2181","0.6","1.0","{united states}","1.0","{1968.0|1973.0}","0.0","{44.0|4094.0}","1.0","{interface inc.|Interface, Inc.}","0.0","{[, mechanical or industrial engineering, ]|[, Textile industry, ]}"
"Kaggle_2278+dbpedia_4816","0.8","1.0","{united states}","1.0","{1969.0|1969.0}","0.0","{3885.0|8800.0}","1.0","{zebra technologies|Zebra Technologies}","1.0","{[, computer hardware, ]|[, Retail, , Health care, , Logistics, , Manufacturing, , Computer hardware, ]}"
"Kaggle_18898+dbpedia_1057","0.6","1.0","{united states}","1.0","{1967.0}","0.0","{615.0|1201.0}","1.0","{continental resources|Continental Resources}","0.0","{[, oil & energy, ]|[, Petroleum, ]}"
"Kaggle_307+dbpedia_3342","0.4","1.0","{united states}","0.0","{2008.0|1847.0}","0.0","{16683.0|71000.0}","1.0","{philip morris international|Philip Morris International}","0.0","{[, tobacco, ]|[, Tobacco industry, ]}"
"Kaggle_17657+dbpedia_3315","0.6","1.0","{china}","1.0","{2004.0}","0.0","{656.0|4500.0}","1.0","{perfect world co., ltd.|Perfect World (company)}","0.0","{[, computer games, ]|[, Video game industry, ]}"
"Kaggle_231570+dbpedia_2746","0.5",,,"1.0","{1920.0}","0.0","{44.0|46398.0}","1.0","{mazda|Mazda}","0.0","{[, automotive, ]|[, Automotive industry, ]}"
"Kaggle_93899+dbpedia_2850","0.4","1.0","{united states}","0.0","{1984.0|1871.0}","0.0","{119.0|26959.0}","1.0","{mitsubishi materials usa corp|Mitsubishi Materials}","0.0","{[, mining & metals, ]|[, Metalworking, ]}"
"Kaggle_2473580+dbpedia_7","0.8","1.0","{india}","1.0","{2003.0}","1.0","{2.0}","1.0","{361 degrees|361 Degrees}","0.0","{[, design, ]|[, Sports equipment, ]}"
"Kaggle_146577+dbpedia_1488","0.6","1.0","{united states}","1.0","{1882.0}","0.0","{74.0|5000.0}","1.0","{evergy|Evergy}","0.0","{[, utilities, ]|[, Electric utility, ]}"
"Kaggle_12037+dbpedia_252","0.8","1.0","{austria|Austria}","1.0","{1981.0|1981.0}","0.0","{940.0|9000.0}","1.0","{ams ag|Ams AG}","1.0","{[, semiconductors, ]|[, Semiconductor, ]}"
"Kaggle_6861+dbpedia_1031","0.6","1.0","{united states}","1.0","{1915.0|1915.0}","0.0","{1577.0|11297.0}","1.0","{commercial metals company|Commercial Metals Company}","0.0","{[, mining & metals, ]|[, Metal, ]}"
"Kaggle_11467+dbpedia_4474","0.6","1.0","{south africa}","1.0","{1917.0}","0.0","{983.0|11698.0}","1.0","{truworths|Truworths}","0.0","{[, retail, ]|[, Clothing, ]}"
"Kaggle_20198+dbpedia_2095","1.0",,,"1.0","{1999.0|1999.0}","1.0","{578.0}","1.0","{inox leisure limited|INOX Leisure Limited}","1.0","{[, entertainment, ]|[, Entertainment, ]}"
"Kaggle_1036+dbpedia_393","0.6","1.0","{united states}","1.0","{1982.0|1982.0}","0.0","{7020.0|11500.0}","1.0","{autodesk|Autodesk}","0.0","{[, computer software, ]|[, Software, ]}"
"Kaggle_356252+dbpedia_1966","0.6","1.0","{india}","1.0","{1966.0|1966.0}","0.0","{27.0|19000.0}","1.0","{hindustan zinc|Hindustan Zinc}","0.0","{[, mining & metals, ]|[, Smelting, , Mill (grinding), , Mining, ]}"
"Kaggle_855+dbpedia_4600","0.6","1.0","{denmark}","1.0","{1898.0|1945.0}","0.0","{8130.0|25000.0}","1.0","{vestas|Vestas}","0.0","{[, renewables & environment, ]|[, Electrical device, ]}"
"Kaggle_338551+dbpedia_4293","0.6","1.0","{united states}","1.0","{1999.0}","0.0","{29.0|69100.0}","1.0","{pepsi bottling group|The Pepsi Bottling Group}","0.0","{[, food & beverages, ]|[, Drink, ]}"
"Kaggle_113260+dbpedia_962","0.8","1.0","{united states}","1.0","{2004.0|2000.0}","1.0","{97.0}","1.0","{cinedigm|Cinedigm}","0.0","{[, motion pictures and film, ]|[, Outline of entertainment, ]}"
"Kaggle_72765+dbpedia_2555","0.6","1.0","{united states}","1.0","{2011.0|1982.0}","0.0","{156.0|1943.0}","1.0","{life storage|Life Storage}","0.0","{[, consumer services, ]|[, Real estate investment trust, ]}"
"Kaggle_118867+dbpedia_3948","0.8","1.0","{united states}","1.0","{1986.0|1986.0}","1.0","{92.0}","1.0","{southern bancorp|Southern Bancorp}","0.0","{[, banking, ]|[, Philanthropy, , Financial services, ]}"
"Kaggle_5877+dbpedia_503","0.6","1.0","{israel}","1.0","{1903.0|1902.0}","0.0","{1804.0|12528.0}","1.0","{bank leumi|Bank Leumi}","0.0","{[, banking, ]|[, Bank, ]}"
"Kaggle_50341+dbpedia_1845","0.8","1.0","{india}","1.0","{1987.0|1987.0}","1.0","{229.0}","1.0","{gujarat fluorochemicals limited|Gujarat Fluorochemicals Limited}","0.0","{[, plastics, ]|[, Industrial gas, ]}"
"Kaggle_283631+dbpedia_2741","0.6","1.0","{united states}","1.0","{2012.0|1985.0}","0.0","{35.0|27000.0}","1.0","{max group|Max Group}","0.0","{[, construction, ]|[, Conglomerate (company), ]}"
"Kaggle_1444+dbpedia_4060","0.6","1.0","{india}","1.0","{1983.0|1983.0}","0.0","{5470.0|37000.0}","1.0","{sun pharma|Sun Pharma}","0.0","{[, pharmaceuticals, ]|[, Pharmaceutical industry, ]}"
"Kaggle_3036+dbpedia_2876","0.6","1.0","{united states}","1.0","{1786.0}","0.0","{3102.0|17700.0}","1.0","{molson coors|Molson Coors}","0.0","{[, food & beverages, ]|[, Drink industry, ]}"
"Kaggle_150199+dbpedia_1404","0.3333333333333333",,,,,"0.0","{72.0|48652.0}","1.0","{electrolux|Electrolux}","0.0","{[, consumer goods, ]|[, Electronics industry, ]}"
"Kaggle_424619+dbpedia_3192","1.0",,,"1.0","{2002.0}","1.0","{22.0}","1.0","{ooredoo tunisia|Ooredoo Tunisia}","1.0","{[, telecommunications, ]|[, Internet, , Telecommunications, ]}"
"Kaggle_8001+dbpedia_3472","0.6","1.0","{united states}","1.0","{2002.0|2002.0}","0.0","{1379.0|4200.0}","1.0","{qualtrics|Qualtrics}","0.0","{[, computer software, ]|[, Experience management, ]}"
"Kaggle_20005+dbpedia_1743","0.6","1.0","{new zealand}","1.0","{1999.0|1999.0}","0.0","{583.0|860.0}","1.0","{genesis energy|Genesis Energy Limited}","0.0","{[, oil & energy, ]|[, Energy industry, ]}"
"Kaggle_375078+dbpedia_1112","0.75",,,"1.0","{2008.0|2006.0}","0.0","{25.0|79.0}","1.0","{cube entertainment, inc.|Cube Entertainment}","1.0","{[, entertainment, ]|[, Entertainment, ]}"
"Kaggle_387057+dbpedia_3793","0.3333333333333333",,,,,"0.0","{24.0|355000.0}","1.0","{securitas ab|Securitas AB}","0.0","{[, security and investigations, ]|[, Security guard, ]}"
"Kaggle_16294+dbpedia_959","0.8","1.0","{netherlands}","1.0","{1995.0|1995.0}","1.0","{711.0}","1.0","{cimpress|Cimpress}","0.0","{[, internet, ]|[, Mass customization, ]}"
"Kaggle_508948+dbpedia_757","0.5",,,"1.0","{1886.0}","0.0","{18.0|8148.0}","1.0","{cms energy|CMS Energy}","0.0","{[, utilities, ]|[, Energy, ]}"
"Kaggle_39161+dbpedia_3852","0.6","1.0","{united states}","0.0","{2001.0|1878.0}","1.0","{297.0}","1.0","{shionogi inc.|Shionogi}","0.0","{[, pharmaceuticals, ]|[, Biotechnology, ]}"
"Kaggle_68482+dbpedia_2706","0.6","1.0","{united states}","1.0","{2003.0}","0.0","{166.0|300.0}","1.0","{marchex|Marchex}","0.0","{[, internet, ]|[, , ]}"
"Kaggle_40776+dbpedia_3265","0.6","1.0","{united states}","1.0","{2009.0|2009.0}","0.0","{285.0|783.0}","1.0","{pagerduty|PagerDuty}","0.0","{[, information technology and services, ]|[, Data center management, , Incident management, , Information technology, ]}"
"Kaggle_441297+dbpedia_2100","0.6","1.0","{south korea}","1.0","{1982.0|2010.0}","0.0","{21.0|2492.0}","1.0","{irc limited|IRC Limited}","0.0","{[, management consulting, ]|[, Mining, ]}"
"Kaggle_6641+dbpedia_2564","0.6","1.0","{brazil}","1.0","{1985.0|1985.0}","0.0","{1622.0|3000.0}","1.0","{linx s.a.|Linx S.A.}","0.0","{[, information technology and services, ]|[, Software, ]}"
"Kaggle_5368+dbpedia_3399","0.6","1.0","{germany}","1.0","{1931.0|1931.0}","0.0","{1945.0|935.0}","1.0","{porsche|Porsche SE}","0.0","{[, automotive, ]|[, Holding company, ]}"
"Kaggle_152783+dbpedia_355","0.5",,,"1.0","{1831.0}","0.0","{70.0|72000.0}","1.0","{assicurazioni generali|Assicurazioni Generali}","0.0","{[, insurance, ]|[, Financial services, ]}"
"Kaggle_5565+dbpedia_4736","0.6","1.0","{united kingdom}","1.0","{1915.0|1925.0}","0.0","{1888.0|17600.0}","1.0","{wincanton|Wincanton plc}","0.0","{[, logistics and supply chain, ]|[, Logistics, ]}"
"Kaggle_4447959+dbpedia_3313","0.6","1.0","{spain}","1.0","{1898.0}","0.0","{1.0|267000.0}","1.0","{pepsico|PepsiCo}","0.0","{[, consumer goods, ]|[, Food processing, , Drink industry, ]}"
"Kaggle_10609+dbpedia_1424","0.8","1.0","{united states|United States}","1.0","{1891.0}","0.0","{1059.0|245800.0}","1.0","{empower retirement|Empower Retirement}","1.0","{[, financial services, ]|[, Financial services, ]}"
"Kaggle_476444+dbpedia_3964","0.75",,,"1.0","{1863.0}","0.0","{19.0|5000.0}","1.0","{spencer's retail|Spencer's Retail}","1.0","{[, retail, ]|[, Retail, ]}"
"Kaggle_268950+dbpedia_1680","1.0","1.0","{spain}","1.0","{1991.0|1991.0}","1.0","{37.0}","1.0","{fénix directo|Fénix Directo}","1.0","{[, insurance, ]|[, Insurance, ]}"
"Kaggle_82369+dbpedia_1261","0.6","1.0","{united states}","1.0","{2007.0}","0.0","{137.0|732.0}","1.0","{diamondback energy inc|Diamondback Energy}","0.0","{[, oil & energy, ]|[, Petroleum industry, ]}"
"Kaggle_23246+dbpedia_979","0.8","1.0","{united states}","1.0","{1974.0|1970.0}","1.0","{503.0}","1.0","{citizens business bank|Citizens Business Bank}","0.0","{[, banking, ]|[, Bank, ]}"
"Kaggle_638+dbpedia_974","0.6","1.0","{united states}","1.0","{1968.0|1929.0}","0.0","{10221.0|40000.0}","1.0","{cintas|Cintas}","0.0","{[, facilities services, ]|[, Tertiary sector of the economy, ]}"
"Kaggle_333107+dbpedia_4457","0.5","1.0","{china}",,,"0.0","{29.0|33400.0}","1.0","{trip.com|Trip.com Group}","0.0","{[, internet, ]|[, Travel agency, ]}"
"Kaggle_6928003+dbpedia_17","0.8","1.0","{united kingdom}","1.0","{1951.0}","1.0","{4700.0}","1.0","{aar corp.|AAR Corp}","0.0","{[, marketing and advertising, ]|[, Aerospace engineering, , Aviation, ]}"
"Kaggle_46971+dbpedia_4468","0.8","1.0","{united states}","1.0","{1902.0}","1.0","{246.0}","1.0","{trustco bank|TrustCo Bank}","0.0","{[, banking, ]|[, Bank, ]}"
"Kaggle_100806+dbpedia_2655","0.75",,,"1.0","{1998.0}","1.0","{110.0}","1.0","{machhapuchchhre bank limited.|Machhapuchchhre Bank}","0.0","{[, banking, ]|[, Bank, ]}"
"Kaggle_70624+dbpedia_3446","1.0",,,"1.0","{1993.0}","1.0","{161.0}","1.0","{pruksa real estate plc|Pruksa Real Estate}","1.0","{[, real estate, ]|[, Real estate, ]}"
"Kaggle_140005+dbpedia_3638","0.6","1.0","{belgium}","1.0","{1969.0}","0.0","{77.0|7000.0}","1.0","{s.oliver|S.Oliver}","0.0","{[, apparel & fashion, ]|[, Fashion, ]}"
"Kaggle_1940+dbpedia_1455","0.6","1.0","{united states}","1.0","{1899.0|1899.0}","0.0","{4415.0|11200.0}","1.0","{equifax|Equifax}","0.0","{[, financial services, ]|[, Credit risk, ]}"
"Kaggle_12256+dbpedia_4031","0.6","1.0","{united states}","1.0","{1987.0|1989.0}","0.0","{924.0|2469.0}","1.0","{stratasys|Stratasys}","0.0","{[, mechanical or industrial engineering, ]|[, Digital printing, ]}"
"Kaggle_82847+dbpedia_157","0.5",,,"1.0","{1978.0}","0.0","{136.0|7800.0}","1.0","{albras|Albras}","0.0","{[, mining & metals, ]|[, Aluminium, ]}"
"Kaggle_122884+dbpedia_474","0.8","1.0","{estonia}","1.0","{1928.0|1928.0}","1.0","{89.0}","1.0","{baltika group|Baltika Group}","0.0","{[, retail, ]|[, Clothing, ]}"
"Kaggle_1295+dbpedia_4432","0.6","1.0","{switzerland}","1.0","{1973.0}","0.0","{5955.0|6600.0}","1.0","{transocean|Transocean}","0.0","{[, oil & energy, ]|[, List of oilfield service companies, , Offshore drilling, ]}"
"Kaggle_5043+dbpedia_799","0.6","1.0","{japan}","1.0","{1937.0|1937.0}","0.0","{2049.0|197673.0}","1.0","{canon, inc.|Canon Inc.}","0.0","{[, business supplies and equipment, ]|[, Electronics, ]}"
"Kaggle_113707+dbpedia_673","0.8","1.0","{united states}","1.0","{1978.0}","0.0","{97.0|200.0}","1.0","{bovie medical corporation|Bovie Medical}","1.0","{[, medical devices, ]|[, Medical device, ]}"
"Kaggle_2908164+dbpedia_2729","0.5",,,"1.0","{1986.0}","0.0","{2.0|1564.0}","1.0","{mastech digital|Mastech Digital}","0.0","{[, human resources, ]|[, , ]}"
"Kaggle_24515+dbpedia_3879","0.8","1.0","{pakistan}","1.0","{2001.0|1994.0}","1.0","{479.0}","1.0","{silkbank limited|Silkbank}","0.0","{[, banking, ]|[, Bank, , Islamic banking and finance, ]}"
"Kaggle_5800+dbpedia_3995","0.6","1.0","{india}","1.0","{2006.0|2006.0}","0.0","{1825.0|12800.0}","1.0","{star health and allied insurance co. ltd|Star Health and Allied Insurance}","0.0","{[, insurance, ]|[, Financial services, ]}"
"Kaggle_12599+dbpedia_4012","0.6","1.0","{united states}","1.0","{1932.0|1932.0}","0.0","{902.0|2096.0}","1.0","{stepan company|Stepan Company}","0.0","{[, chemicals, ]|[, Chemical substance, ]}"
"Kaggle_9411+dbpedia_1429","0.8","1.0","{united states}","1.0","{1953.0|1953.0}","0.0","{1185.0|8300.0}","1.0","{encore capital group|Encore Capital Group}","1.0","{[, financial services, ]|[, Debt buyer (United States), , Debt collection, , Financial services, ]}"
"Kaggle_162137+dbpedia_323","0.6","1.0","{united states}","1.0","{2003.0|2003.0}","0.0","{66.0|200.0}","1.0","{arteris|Arteris}","0.0","{[, semiconductors, ]|[, Electronic design automation, , Semiconductor intellectual property core, , Semiconductor industry, ]}"
"Kaggle_2809293+dbpedia_3664","0.6","1.0","{Japan}","1.0","{2009.0|2005.0}","0.0","{2.0|6013.0}","1.0","{shift|SHIFT Inc.}","0.0","{[, health, wellness and fitness, ]|[, Software testing, ]}"
"Kaggle_78697+dbpedia_3746","1.0","1.0","{thailand}","1.0","{1984.0|1984.0}","1.0","{143.0}","1.0","{sansiri plc|Sansiri}","1.0","{[, real estate, ]|[, Real estate, ]}"
"Kaggle_11115+dbpedia_132","0.6","1.0","{united states}","1.0","{1994.0|1975.0}","0.0","{1012.0|52.0}","1.0","{aimco|Aimco}","0.0","{[, real estate, ]|[, Real estate investment trust, ]}"
"Kaggle_14138+dbpedia_4550","0.6","1.0","{nigeria}","1.0","{2006.0|2006.0}","0.0","{813.0|2072.0}","1.0","{unity bank plc|Unity Bank plc}","0.0","{[, banking, ]|[, Financial services, ]}"
"Kaggle_1129+dbpedia_2610","0.6","1.0","{united states}","1.0","{2012.0|2012.0}","0.0","{6594.0|4369.0}","1.0","{lyft|Lyft}","0.0","{[, consumer services, ]|[, Vehicle for hire, ]}"
"Kaggle_9363+dbpedia_2476","0.6","1.0","{kuwait}","1.0","{1977.0|1977.0}","0.0","{1190.0|15000.0}","1.0","{kuwait finance house|Kuwait Finance House}","0.0","{[, banking, ]|[, Bank, ]}"
"Kaggle_1474986+dbpedia_3546","0.8","1.0","{united states}","1.0","{1986.0|1986.0}","0.0","{5.0|18360.0}","1.0","{reliance capital|Reliance Capital}","1.0","{[, financial services, ]|[, Financial services, ]}"
"Kaggle_409607+dbpedia_949","0.6","1.0","{germany}","1.0","{1874.0}","0.0","{23.0|3150.0}","1.0","{chr. hansen|Chr. Hansen}","0.0","{[, food production, ]|[, List of life sciences, ]}"
"Kaggle_22752+dbpedia_1422","0.8","1.0","{united states}","1.0","{1982.0|1980.0}","1.0","{515.0}","1.0","{emmis communications|Emmis Communications}","0.0","{[, broadcast media, ]|[, Broadcasting, ]}"
"Kaggle_78043+dbpedia_334","0.8","1.0","{australia}","1.0","{2007.0|2007.0}","1.0","{145.0}","1.0","{asciano|Asciano Limited}","0.0","{[, logistics and supply chain, ]|[, Transport, , Logistics, , Stevedore, , Rail transport, ]}"
"Kaggle_60342+dbpedia_3370","0.75",,,"1.0","{1984.0}","1.0","{190.0}","1.0","{piramal glass|Piramal Glass}","0.0","{[, packaging and containers, ]|[, Container, ]}"
"Kaggle_93646+dbpedia_1044","1.0","1.0","{india}","1.0","{2000.0|2000.0}","1.0","{119.0}","1.0","{concord biotech limited|Concord Biotech}","1.0","{[, biotechnology, ]|[, Biotechnology, ]}"
"Kaggle_17427+dbpedia_2727","0.6","1.0","{pakistan}","1.0","{1985.0|1984.0}","0.0","{664.0|24000.0}","1.0","{masood textile mills ltd.|Masood Textile Mills}","0.0","{[, textiles, ]|[, Textile, ]}"
"Kaggle_38669+dbpedia_289","0.6","1.0","{united kingdom}","1.0","{1976.0}","0.0","{301.0|154000.0}","1.0","{apple inc|Apple Inc.}","0.0","{[, information technology and services, ]|[, Software, , Consumer electronics, , Online service provider, ]}"
"Kaggle_1340+dbpedia_1771","0.75",,,"1.0","{1934.0}","0.0","{5813.0|8339.0}","1.0","{globe telecom|Globe Telecom}","1.0","{[, telecommunications, ]|[, Mass media, , Remittance, , Telecommunications, ]}"
"Kaggle_3165+dbpedia_3789","0.8","1.0","{canada}","1.0","{1952.0|1952.0}","0.0","{3009.0|58.0}","1.0","{sears canada|Sears Canada}","1.0","{[, retail, ]|[, Retail, ]}"
"Kaggle_2244+dbpedia_341","0.6","1.0","{india}","1.0","{1948.0|1948.0}","0.0","{3935.0|11463.0}","1.0","{ashok leyland|Ashok Leyland}","0.0","{[, automotive, ]|[, Automotive industry, ]}"
"Kaggle_149+dbpedia_602","1.0","1.0","{united states}","1.0","{1966.0|1966.0}","1.0","{29568.0}","1.0","{best buy|Best Buy}","1.0","{[, retail, ]|[, Retail, ]}"
"Kaggle_12053+dbpedia_344","1.0",,,"1.0","{1999.0|1999.0}","1.0","{938.0}","1.0","{asiacell|Asiacell}","1.0","{[, telecommunications, ]|[, Telecommunications, ]}"
"Kaggle_98530+dbpedia_381","0.6","1.0","{canada}","1.0","{2013.0|2006.0}","0.0","{113.0|2779.0}","1.0","{aurora cannabis inc.|Aurora Cannabis}","0.0","{[, pharmaceuticals, ]|[, Cannabis industry, ]}"
"Kaggle_4041209+dbpedia_8","0.75",,,"1.0","{1979.0}","1.0","{1.0}","1.0","{3com|3Com}","0.0","{[, marketing and advertising, ]|[, Computer network, ]}"
"Kaggle_114770+dbpedia_727","0.8","1.0","{united states}","1.0","{1929.0}","1.0","{96.0}","1.0","{cameca|CAMECA}","0.0","{[, semiconductors, ]|[, Scientific instrument, ]}"
"Kaggle_347762+dbpedia_3431","0.6","1.0","{australia}","1.0","{2003.0|1965.0}","0.0","{28.0|38.0}","1.0","{private media|Private Media Group}","0.0","{[, online media, ]|[, , ]}"
"Kaggle_5887+dbpedia_285","0.6","1.0","{india}","1.0","{1972.0|1972.0}","0.0","{1801.0|16000.0}","1.0","{apollo tyres ltd|Apollo Tyres}","0.0","{[, automotive, ]|[, Tire, ]}"
