"RecordIDS","AverageConsistency","COUNTRY-Consistency","COUNTRY-Values","YEAR_FOUNDED-Consistency","YEAR_FOUNDED-Values","CURRENT_EMPLOYEES-Consistency","CURRENT_EMPLOYEES-Values","Name-Consistency","Name-Values","INDUSTRY-Consistency","INDUSTRY-Values"
"Kaggle_126814+dbpedia_47","0.3333333333333333",,,,,"0.0","{86.0|4826.0}","1.0","{amp bank limited|AMP Limited}","0.0","{[, financial services, ]|[, Finance, ]}"
"Kaggle_37431+dbpedia_211","0.6","1.0","{united states}","1.0","{1923.0|1923.0}","0.0","{311.0|378.0}","1.0","{amalgamated bank|Amalgamated Bank}","0.0","{[, banking, ]|[, Bank, ]}"
"Kaggle_225223+dbpedia_4142","0.5",,,"1.0","{2010.0}","0.0","{46.0|1422.0}","1.0","{tv tokyo|TV Tokyo}","0.0","{[, broadcast media, ]|[, Media (communication), ]}"
"Kaggle_166389+dbpedia_2027","0.5",,,"1.0","{1941.0}","0.0","{64.0|34635.0}","1.0","{hoya corporation|Hoya Corporation}","0.0","{[, medical devices, ]|[, Electronics, ]}"
"Kaggle_16194+dbpedia_3994","0.5",,,"1.0","{2011.0|2011.0}","0.0","{715.0|8000.0}","1.0","{the star entertainment group|Star Entertainment Group}","0.0","{[, gambling & casinos, ]|[, Tourism, , Gambling, ]}"
"Kaggle_140959+dbpedia_2990","0.6","1.0","{united states}","1.0","{1984.0}","0.0","{77.0|70.0}","1.0","{national retail properties, inc.|National Retail Properties}","0.0","{[, real estate, ]|[, Real estate investment trust, ]}"
"Kaggle_1700+dbpedia_3702","0.6","1.0","{united states}","1.0","{1960.0|1960.0}","0.0","{4844.0|9950.0}","1.0","{sabre corporation|Sabre Corporation}","0.0","{[, information technology and services, ]|[, Travel technology, , Travel website, ]}"
"Kaggle_152281+dbpedia_3253","0.5",,,"1.0","{1947.0}","0.0","{71.0|18000.0}","1.0","{ptcl|PTCL}","0.0","{[, telecommunications, ]|[, Telecommunications in Pakistan, ]}"
"Kaggle_984+dbpedia_2197","0.6","1.0","{united states}","1.0","{1983.0|1983.0}","0.0","{7358.0|10600.0}","1.0","{intuit|Intuit}","0.0","{[, computer software, ]|[, Enterprise software, ]}"
"Kaggle_507+dbpedia_4269","0.5",,,"1.0","{1901.0|1901.0}","0.0","{12034.0|40039.0}","1.0","{teva pharmaceuticals|Teva Pharmaceuticals}","0.0","{[, pharmaceuticals, ]|[, Medication, ]}"
"Kaggle_42562+dbpedia_3410","0.8","1.0","{united states}","1.0","{1985.0|1985.0}","0.0","{273.0|2100.0}","1.0","{powerwave technologies|Powerwave Technologies}","1.0","{[, telecommunications, ]|[, Telecommunications, ]}"
"Kaggle_48904+dbpedia_2131","1.0","1.0","{united kingdom}","1.0","{2008.0|2008.0}","1.0","{237.0}","1.0","{immunocore|Immunocore}","1.0","{[, biotechnology, ]|[, Biotechnology, ]}"
"Kaggle_4072843+dbpedia_2465","0.6","1.0","{poland}","1.0","{1994.0}","0.0","{1.0|38291.0}","1.0","{kubota|Kubota}","0.0","{[, apparel & fashion, ]|[, Machine industry, , Agricultural machinery, , Heavy equipment, ]}"
"Kaggle_38001+dbpedia_2209","0.8","1.0","{united states}","1.0","{1989.0|1989.0}","0.0","{306.0|817.0}","1.0","{ionis pharmaceuticals, inc.|Ionis Pharmaceuticals}","1.0","{[, biotechnology, ]|[, Biotechnology, ]}"
"Kaggle_25924+dbpedia_3518","0.8","1.0","{united states}","1.0","{1998.0|1998.0}","0.0","{452.0|1451.0}","1.0","{razer inc.|Razer Inc.}","1.0","{[, consumer electronics, ]|[, Electronic media, , Consumer electronics, , Financial technology, , Computer hardware, , Digital distribution, ]}"
"Kaggle_7969+dbpedia_1941","0.5",,,"1.0","{1837.0}","0.0","{1383.0|17595.0}","1.0","{hermes|Hermès}","0.0","{[, logistics and supply chain, ]|[, Luxury goods, ]}"
"Kaggle_3710+dbpedia_1250","0.6","1.0","{germany}","1.0","{1995.0}","0.0","{2627.0|546924.0}","1.0","{deutsche post|Deutsche Post}","0.0","{[, logistics and supply chain, ]|[, Courier, ]}"
"Kaggle_74588+dbpedia_2456","0.5",,,"1.0","{2003.0}","0.0","{152.0|50000.0}","1.0","{korian|Korian}","0.0","{[, hospital & health care, ]|[, Caregiver, ]}"
"Kaggle_149819+dbpedia_3153","0.8","1.0","{sweden}","1.0","{2002.0|2002.0}","1.0","{72.0}","1.0","{odd molly|Odd Molly}","0.0","{[, apparel & fashion, ]|[, Fashion, ]}"
"Kaggle_55489+dbpedia_2934","0.75",,,"1.0","{1936.0}","1.0","{208.0}","1.0","{ngk|NGK}","0.0","{[, automotive, ]|[, Automotive industry, ]}"
"Kaggle_25950+dbpedia_3480","0.6","1.0","{united states}","1.0","{1998.0}","0.0","{452.0|1200.0}","1.0","{quotient technology inc.|Quotient Technology}","0.0","{[, internet, ]|[, , ]}"
"Kaggle_18901+dbpedia_1282","0.8","1.0","{united states}","1.0","{1993.0}","1.0","{615.0}","1.0","{diversified.|Diversified Energy}","0.0","{[, information technology and services, ]|[, Petroleum industry, ]}"
"Kaggle_54445+dbpedia_2070","0.8","1.0","{turkey}","1.0","{1986.0|1986.0}","1.0","{212.0}","1.0","{icbc turkey|ICBC Turkey}","0.0","{[, banking, ]|[, Financial services, ]}"
"Kaggle_49124+dbpedia_507","0.6","1.0","{iran}","1.0","{1980.0}","0.0","{235.0|19876.0}","1.0","{bank mellat|Bank Mellat}","0.0","{[, banking, ]|[, Bank, , Financial services, , Insurance, ]}"
"Kaggle_41424+dbpedia_123","0.5",,,"1.0","{1972.0}","0.0","{281.0|11389.0}","1.0","{agrani bank limited|Agrani Bank}","0.0","{[, banking, ]|[, Financial services, , Bank, ]}"
"Kaggle_321891+dbpedia_4203","0.6","1.0","{canada}","1.0","{1999.0}","0.0","{30.0|514.0}","1.0","{taseko mines limited|Taseko Mines}","0.0","{[, mining & metals, ]|[, List of oil exploration and production companies, , Niobium, ]}"
"Kaggle_69348+dbpedia_213","0.6","1.0","{ireland}","1.0","{1991.0|1993.0}","0.0","{164.0|1000.0}","1.0","{amarin corporation|Amarin Corporation}","0.0","{[, pharmaceuticals, ]|[, Biotechnology, ]}"
"Kaggle_86867+dbpedia_4571","0.6","1.0","{india}","1.0","{1930.0}","0.0","{129.0|784.0}","1.0","{vst industries limited|VST Industries}","0.0","{[, consumer goods, ]|[, Conglomerate (company), ]}"
"Kaggle_4670+dbpedia_1108","0.6","1.0","{united states}","1.0","{1892.0|1892.0}","0.0","{2189.0|33264.0}","1.0","{crown holdings, inc.|Crown Holdings}","0.0","{[, packaging and containers, ]|[, Packaging and labeling, ]}"
"Kaggle_4052+dbpedia_2304","0.6","1.0","{switzerland}","1.0","{1890.0|1890.0}","0.0","{2459.0|6667.0}","1.0","{julius baer|Julius Baer Group}","0.0","{[, banking, ]|[, Financial services, ]}"
"Kaggle_2125+dbpedia_1238","0.8","1.0","{japan}","1.0","{1949.0|1949.0}","1.0","{4095.0}","1.0","{denso|Denso}","0.0","{[, automotive, ]|[, Truck, , Car, ]}"
"Kaggle_2421574+dbpedia_738","0.6","1.0","{australia}","1.0","{2017.0|1984.0}","0.0","{2.0|11098.0}","1.0","{cdw|CDW}","0.0","{[, professional training & coaching, ]|[, Business-to-business, ]}"
"Kaggle_4303+dbpedia_4225","0.6","1.0","{canada}","1.0","{1913.0|1906.0}","0.0","{2358.0|10700.0}","1.0","{teck resources limited|Teck Resources}","0.0","{[, mining & metals, ]|[, Metal, , Mining, ]}"
"Kaggle_11724+dbpedia_2535","0.6","1.0","{united states}","1.0","{2006.0|2006.0}","0.0","{962.0|1837.0}","1.0","{lendingclub|LendingClub}","0.0","{[, financial services, ]|[, Software, , Personal finance, ]}"
"Kaggle_21541+dbpedia_638","0.8","1.0","{united states}","1.0","{1988.0}","0.0","{542.0|93000.0}","1.0","{bloomin' brands, inc.|Bloomin' Brands}","1.0","{[, restaurants, ]|[, Restaurant, ]}"
"Kaggle_76+dbpedia_3348","0.6","1.0","{united kingdom}","1.0","{1891.0|1891.0}","0.0","{41732.0|81592.0}","1.0","{philips|Philips}","0.0","{[, hospital & health care, ]|[, Conglomerate (company), ]}"
"Kaggle_18262+dbpedia_4674","0.6","1.0","{united states}","1.0","{1985.0|1985.0}","0.0","{636.0|6500.0}","1.0","{wabash national|Wabash National}","0.0","{[, transportation/trucking/railroad, ]|[, Transport, ]}"
"Kaggle_45331+dbpedia_3269","0.6","1.0","{canada}","1.0","{1994.0|1994.0}","0.0","{256.0|7300.0}","1.0","{pan american silver corp.|Pan American Silver}","0.0","{[, mining & metals, ]|[, Metal, ]}"
"Kaggle_306380+dbpedia_2878","0.6","1.0","{romania}","1.0","{2017.0|2005.0}","0.0","{32.0|17700.0}","1.0","{molson coors gbs|Molson Coors}","0.0","{[, food & beverages, ]|[, Drink industry, ]}"
"Kaggle_28802+dbpedia_1008","0.6","1.0","{united states}","1.0","{1928.0}","0.0","{407.0|1898.0}","1.0","{coeur mining, inc.|Coeur Mining}","0.0","{[, mining & metals, ]|[, Mining, ]}"
"Kaggle_17244+dbpedia_1976","0.5",,,"1.0","{1925.0|1911.0}","0.0","{672.0|3587.0}","1.0","{hochschild mining|Hochschild Mining}","0.0","{[, mining & metals, ]|[, Mining, ]}"
"Kaggle_11060+dbpedia_4809","0.6","1.0","{croatia}","1.0","{1914.0|1914.0}","0.0","{1016.0|4200.0}","1.0","{zagreba?ka banka|Zagreba?ka banka}","0.0","{[, banking, ]|[, Financial services, , Bank, ]}"
"Kaggle_638694+dbpedia_173","0.5",,,"1.0","{2017.0}","0.0","{13.0|15000.0}","1.0","{alight solutions|Alight Solutions}","0.0","{[, marketing and advertising, ]|[, Professional services, ]}"
"Kaggle_334798+dbpedia_816","0.6","1.0","{germany}","1.0","{1722.0}","0.0","{29.0|1429.0}","1.0","{carl kühne|Carl Kühne KG}","0.0","{[, food production, ]|[, Food, ]}"
"Kaggle_5318+dbpedia_3691","0.6","1.0","{sweden}","1.0","{1978.0}","0.0","{1962.0|14514.0}","1.0","{ssab|SSAB}","0.0","{[, mining & metals, ]|[, Steel, ]}"
"Kaggle_190+dbpedia_3914","0.6","1.0","{france}","0.0","{1864.0|1975.0}","1.0","{23484.0}","1.0","{société générale|Societe Generale Ghana}","0.0","{[, banking, ]|[, Financial services, ]}"
"Kaggle_5238+dbpedia_152","0.6","1.0","{saudi arabia}","1.0","{1957.0|1957.0}","0.0","{1989.0|13077.0}","1.0","{al rajhi bank|Al-Rajhi Bank}","0.0","{[, banking, ]|[, Financial services, , Bank, ]}"
"Kaggle_62836+dbpedia_2165","0.75",,,"1.0","{1949.0}","1.0","{182.0}","1.0","{instituto costarricense de electricidad|Instituto Costarricense de Electricidad}","0.0","{[, food & beverages, ]|[, Electricity, , Telecommunications, ]}"
"Kaggle_7100+dbpedia_3544","0.6","1.0","{united states}","1.0","{1973.0|1973.0}","0.0","{1528.0|2640.0}","1.0","{reinsurance group of america, incorporated|Reinsurance Group of America}","0.0","{[, insurance, ]|[, Reinsurance, ]}"
"Kaggle_4252+dbpedia_2979","0.8","1.0","{pakistan}","1.0","{1949.0|1949.0}","1.0","{2377.0}","1.0","{national bank of pakistan|National Bank of Pakistan}","0.0","{[, banking, ]|[, Bank, ]}"
"Kaggle_4631552+dbpedia_722","0.75",,,"1.0","{1991.0}","1.0","{1.0}","1.0","{c-media|C-Media}","0.0","{[, internet, ]|[, Information technology, ]}"
"Kaggle_124451+dbpedia_1671","0.6","1.0","{japan}","1.0","{1884.0|1884.0}","0.0","{88.0|51925.0}","1.0","{furukawa electric co., ltd.|Furukawa Electric}","0.0","{[, telecommunications, ]|[, Electrical device, ]}"
"Kaggle_21597+dbpedia_2135","0.5","1.0","{australia}",,,"0.0","{541.0|5000.0}","1.0","{incitec pivot limited|Incitec Pivot}","0.0","{[, chemicals, ]|[, Manufacturing, , Mining, ]}"
"Kaggle_50302+dbpedia_1832","0.6","1.0","{united states}","1.0","{1997.0|1997.0}","0.0","{230.0|14200.0}","1.0","{group 1 automotive|Group 1 Automotive}","0.0","{[, automotive, ]|[, Car dealership, ]}"
"Kaggle_455863+dbpedia_4282","0.8","1.0","{thailand}","1.0","{1982.0|1982.0}","1.0","{20.0}","1.0","{the erawan group pcl|The Erawan Group}","0.0","{[, hospitality, ]|[, Retail, , Real estate development, , Hotel manager, ]}"
"Kaggle_101485+dbpedia_1351","0.8","1.0","{greece}","1.0","{1971.0|1971.0}","1.0","{109.0}","1.0","{etem|ETEM}","0.0","{[, building materials, ]|[, Aluminium, ]}"
"Kaggle_18070+dbpedia_3500","0.6","1.0","{israel}","1.0","{1997.0|1997.0}","0.0","{642.0|1000.0}","1.0","{radware|Radware}","0.0","{[, computer networking, ]|[, Technology, ]}"
"Kaggle_20959+dbpedia_777","0.6","1.0","{united states}","1.0","{2014.0}","0.0","{556.0|1000.0}","1.0","{california resources corporation|California Resources Corporation}","0.0","{[, oil & energy, ]|[, Petroleum industry, ]}"
"Kaggle_392806+dbpedia_1171","0.75",,,"1.0","{1992.0}","0.0","{24.0|3428.0}","1.0","{dangote cement|Dangote Cement}","1.0","{[, building materials, ]|[, Building material, ]}"
"Kaggle_53217+dbpedia_3504","0.8","1.0","{new zealand}","1.0","{1967.0|1967.0}","1.0","{217.0}","1.0","{rakon|Rakon}","0.0","{[, electrical/electronic manufacturing, ]|[, Quartz, , Global Positioning System, ]}"
"Kaggle_8005+dbpedia_1562","0.6666666666666666",,,,,"1.0","{1378.0}","1.0","{first abu dhabi bank (fab)|First Abu Dhabi Bank}","0.0","{[, banking, ]|[, Bank, ]}"
"Kaggle_100284+dbpedia_1216","0.6","1.0","{united states}","1.0","{1985.0|1985.0}","0.0","{111.0|139.0}","1.0","{datawatch corporation|Datawatch Corporation}","0.0","{[, computer software, ]|[, Software, ]}"
"Kaggle_48522+dbpedia_2556","0.6","1.0","{united states}","1.0","{2013.0|1966.0}","0.0","{239.0|6000.0}","1.0","{lifeworks|LifeWorks}","0.0","{[, human resources, ]|[, Professional services, ]}"
"Kaggle_5532514+dbpedia_3822","0.75",,,"1.0","{2001.0}","1.0","{1.0}","1.0","{seven|Seven Bank}","0.0","{[, venture capital & private equity, ]|[, Financial services, ]}"
"Kaggle_344217+dbpedia_2769","0.8","1.0","{united states}","1.0","{2009.0}","1.0","{28.0}","1.0","{medical marijuana inc.|Medical Marijuana, Inc.}","0.0","{[, health, wellness and fitness, ]|[, Dietary supplement, ]}"
"Kaggle_34061+dbpedia_3211","0.8","1.0","{united states}","1.0","{1981.0|1964.0}","0.0","{343.0|35912.0}","1.0","{orix|Orix}","1.0","{[, financial services, ]|[, Financial services, ]}"
"Kaggle_193321+dbpedia_4222","0.8","1.0","{russia}","1.0","{1955.0|1955.0}","1.0","{54.0}","1.0","{technopromexport, jsc|Technopromexport}","0.0","{[, construction, ]|[, Engineering, ]}"
"Kaggle_96947+dbpedia_1247","0.8","1.0","{united states}","1.0","{1976.0|1976.0}","0.0","{115.0|3092.0}","1.0","{destination xl group, inc.|Destination XL Group}","1.0","{[, retail, ]|[, Retail, ]}"
"Kaggle_6793+dbpedia_3316","0.6","1.0","{united states}","1.0","{1997.0|1997.0}","0.0","{1589.0|6500.0}","1.0","{perficient|Perficient}","0.0","{[, information technology and services, ]|[, Consultant, ]}"
"Kaggle_180832+dbpedia_4231","0.8","1.0","{croatia}","1.0","{1947.0|1947.0}","0.0","{58.0|1281.0}","1.0","{tehnika d.d.|Tehnika}","1.0","{[, civil engineering, ]|[, Civil engineering, ]}"
"Kaggle_93088+dbpedia_2879","0.8","1.0","{united states}","1.0","{2010.0|2010.0}","1.0","{120.0}","1.0","{molycorp, inc.|Molycorp}","0.0","{[, chemicals, ]|[, Mining, ]}"
"Kaggle_78830+dbpedia_2652","0.6","1.0","{germany}","1.0","{1999.0}","0.0","{143.0|6200.0}","1.0","{mvv energie ag|MVV Energie}","0.0","{[, utilities, ]|[, , ]}"
"Kaggle_12610+dbpedia_4639","0.8","1.0","{mexico}","1.0","{1909.0}","1.0","{902.0}","1.0","{vitro|Vitro}","0.0","{[, glass, ceramics & concrete, ]|[, Glass, ]}"
"Kaggle_504006+dbpedia_3687","0.75",,,"1.0","{1902.0|1945.0}","1.0","{18.0}","1.0","{spc group|SPC Group}","0.0","{[, pharmaceuticals, ]|[, Food, ]}"
"Kaggle_249694+dbpedia_1101","0.8","1.0","{united states}","1.0","{2014.0|2013.0}","1.0","{41.0}","1.0","{cresco labs|Cresco Labs}","0.0","{[, pharmaceuticals, ]|[, Cannabis industry, , Medical cannabis, ]}"
"Kaggle_11554+dbpedia_599","0.6","1.0","{united states}","1.0","{1839.0}","0.0","{975.0|360000.0}","1.0","{berkshire hathaway|Berkshire Hathaway}","0.0","{[, insurance, ]|[, Conglomerate (company), ]}"
"Kaggle_30431+dbpedia_4296","0.8","1.0","{united kingdom}","1.0","{1987.0}","0.0","{385.0|14000.0}","1.0","{the restaurant group plc|The Restaurant Group}","1.0","{[, restaurants, ]|[, Restaurant, ]}"
"Kaggle_8163+dbpedia_2920","0.6","1.0","{united states}","1.0","{1950.0|1944.0}","0.0","{1351.0|675.0}","1.0","{murphy oil|Murphy Oil}","0.0","{[, oil & energy, ]|[, Petroleum industry, ]}"
"Kaggle_2477180+dbpedia_3514","0.75",,,"1.0","{2015.0|1933.0}","1.0","{2.0}","1.0","{ratos|Ratos}","0.0","{[, construction, ]|[, Private equity, ]}"
"Kaggle_55401+dbpedia_3851","0.6","1.0","{japan}","1.0","{1952.0|1952.0}","0.0","{208.0|5605.0}","1.0","{shinsei bank|Shinsei Bank}","0.0","{[, banking, ]|[, Bank, ]}"
"Kaggle_171617+dbpedia_3408","0.6","1.0","{canada}","1.0","{1925.0|1925.0}","0.0","{62.0|30000.0}","1.0","{power corporation of canada|Power Corporation of Canada}","0.0","{[, financial services, ]|[, Conglomerate (company), ]}"
"Kaggle_149231+dbpedia_1163","0.6","0.0","{germany|Japan}","1.0","{1943.0}","0.0","{72.0|5422.0}","1.0","{dainippon screen|Dainippon Screen}","1.0","{[, semiconductors, ]|[, Semiconductor, ]}"
"Kaggle_10412+dbpedia_3892","0.8","1.0","{singapore}","1.0","{1984.0|1984.0}","1.0","{1076.0}","1.0","{singapore press holdings|Singapore Press Holdings}","0.0","{[, newspapers, ]|[, Mass media, ]}"
"Kaggle_11344+dbpedia_2927","0.6","1.0","{united states}","1.0","{1992.0|1991.0}","0.0","{993.0|2600.0}","1.0","{myriad genetics|Myriad Genetics}","0.0","{[, medical devices, ]|[, Health care, , Biotechnology, , Precision medicine, ]}"
"Kaggle_13325+dbpedia_4217","0.6","1.0","{united states}","1.0","{2007.0|2007.0}","0.0","{858.0|2300.0}","1.0","{taylor morrison|Taylor Morrison}","0.0","{[, real estate, ]|[, Home construction, ]}"
"Kaggle_3240+dbpedia_1528","0.4","1.0","{australia}","0.0","{2013.0|1841.0}","0.0","{2957.0|658.0}","1.0","{fairfax media|Fairfax Media}","0.0","{[, online media, ]|[, Media (communication), ]}"
"Kaggle_8849+dbpedia_433","0.6","1.0","{venezuela}","1.0","{1953.0|1953.0}","0.0","{1255.0|5775.0}","1.0","{bbva provincial|BBVA Provincial}","0.0","{[, banking, ]|[, Financial services, ]}"
"Kaggle_189066+dbpedia_1869","0.6","1.0","{united kingdom}","1.0","{2002.0|1993.0}","0.0","{55.0|1891.0}","1.0","{ht media|HT Media}","0.0","{[, media production, ]|[, Mass media, ]}"
"Kaggle_28219+dbpedia_1576","0.25",,,"0.0","{1968.0|1864.0}","0.0","{416.0|5577.0}","1.0","{first horizon national corporation|First Horizon Corporation}","0.0","{[, banking, ]|[, Financial services, ]}"
"Kaggle_2977590+dbpedia_2093","0.75",,,"1.0","{1994.0}","1.0","{2.0}","1.0","{innovate|INNOVATE Corp.}","0.0","{[, market research, ]|[, Financial services, ]}"
"Kaggle_127865+dbpedia_1499","0.6","1.0","{united states}","1.0","{2008.0}","0.0","{85.0|130.0}","1.0","{expensify|Expensify}","0.0","{[, financial services, ]|[, Expense management, ]}"
"Kaggle_276658+dbpedia_802","0.6","1.0","{ghana}","1.0","{2015.0|2009.0}","0.0","{36.0|355.0}","1.0","{capital bank ghana|Capital Bank (Ghana)}","0.0","{[, banking, ]|[, Retail banking, , Financial services, , Private banking, , Asset management, , Investment banking, ]}"
"Kaggle_5261+dbpedia_174","0.6","1.0","{united states}","1.0","{1997.0|1997.0}","0.0","{1980.0|18070.0}","1.0","{align technology|Align Technology}","0.0","{[, medical devices, ]|[, Orthodontics, ]}"
"Kaggle_85498+dbpedia_1642","0.8","1.0","{united states}","1.0","{1901.0|1901.0}","1.0","{131.0}","1.0","{freightcar america, inc.|FreightCar America}","0.0","{[, railroad manufacture, ]|[, Rail transport, ]}"
"Kaggle_29490+dbpedia_204","0.6","1.0","{canada}","1.0","{1994.0}","0.0","{397.0|2801.0}","1.0","{altagas ltd.|AltaGas}","0.0","{[, oil & energy, ]|[, Public utility, , Petroleum industry, ]}"
"Kaggle_284013+dbpedia_4673","0.8","1.0","{united states}","1.0","{1989.0|1989.0}","1.0","{35.0}","1.0","{wti transport, inc.|WTI Transport}","0.0","{[, transportation/trucking/railroad, ]|[, Transport, ]}"
"Kaggle_93161+dbpedia_2797","0.8","1.0","{south africa}","1.0","{1975.0|1975.0}","1.0","{120.0}","1.0","{metorex|Metorex}","0.0","{[, mining & metals, ]|[, Mining, ]}"
"Kaggle_338865+dbpedia_787","0.6","1.0","{sweden}","1.0","{1991.0}","0.0","{29.0|64.0}","1.0","{camurus|Camurus}","0.0","{[, pharmaceuticals, ]|[, Pharmaceutical industry, ]}"
"Kaggle_228061+dbpedia_2376","0.6","1.0","{united states}","1.0","{1945.0|1945.0}","0.0","{45.0|5007.0}","1.0","{kaman corporation|Kaman Corporation}","0.0","{[, aviation & aerospace, ]|[, Aerospace manufacturer, ]}"
"Kaggle_71038+dbpedia_651","0.6","1.0","{united states}","1.0","{1932.0|1932.0}","0.0","{160.0|3723.0}","1.0","{boiron|Boiron}","0.0","{[, pharmaceuticals, ]|[, Alternative medicine, ]}"
"Kaggle_97135+dbpedia_3114","0.6","1.0","{united states}","1.0","{1994.0}","0.0","{115.0|300.0}","1.0","{nowcom|Nowcom}","0.0","{[, information technology and services, ]|[, Content delivery network, , Mass media, , Video game industry, ]}"
"Kaggle_40+dbpedia_976","0.6","1.0","{united states}","1.0","{1984.0|1984.0}","0.0","{61803.0|79500.0}","1.0","{cisco|Cisco}","0.0","{[, computer networking, ]|[, Computer network, , Networking hardware, ]}"
"Kaggle_45600+dbpedia_545","0.6","1.0","{united states}","1.0","{1980.0|2000.0}","0.0","{254.0|1441.0}","1.0","{bank of hope|Bank of Hope}","0.0","{[, banking, ]|[, Bank, ]}"
"Kaggle_196017+dbpedia_4194","0.6","1.0","{germany}","1.0","{1979.0}","0.0","{53.0|350.0}","1.0","{tandberg data|Tandberg Data}","0.0","{[, information technology and services, ]|[, Computer data storage, ]}"
"Kaggle_9815+dbpedia_4277","0.6","1.0","{united states}","1.0","{1987.0|1987.0}","0.0","{1137.0|1800.0}","1.0","{the carlyle group|The Carlyle Group}","0.0","{[, financial services, ]|[, Private equity, ]}"
"Kaggle_1966+dbpedia_793","0.6","1.0","{canada}","1.0","{1989.0|1973.0}","0.0","{4365.0|9709.0}","1.0","{canadian natural resources limited (cnrl)|Canadian Natural Resources}","0.0","{[, oil & energy, ]|[, Petroleum industry, ]}"
"Kaggle_42444+dbpedia_4667","0.8","1.0","{united states}","1.0","{1953.0|1953.0}","1.0","{274.0}","1.0","{wd-40 company|WD-40 Company}","0.0","{[, consumer goods, ]|[, Chemical industry, ]}"
"Kaggle_430083+dbpedia_3349","0.5",,,"1.0","{1916.0}","0.0","{22.0|602.0}","1.0","{philtrust bank (ptc)|Philtrust Bank}","0.0","{[, banking, ]|[, Financial services, ]}"
"Kaggle_38873+dbpedia_3443","0.6","1.0","{united states}","1.0","{1997.0|1996.0}","0.0","{300.0|17500.0}","1.0","{providence service corporation|Providence Service Corporation}","0.0","{[, hospital & health care, ]|[, Health care, ]}"
"Kaggle_453722+dbpedia_1558","0.8","1.0","{italy}","1.0","{1911.0}","1.0","{20.0}","1.0","{fila|Fila}","0.0","{[, plastics, ]|[, Sports equipment, , Sportswear, ]}"
"Kaggle_302457+dbpedia_4712","1.0","1.0","{saudi arabia}","1.0","{2009.0|2009.0}","1.0","{33.0}","1.0","{weqaya|Weqaya}","1.0","{[, insurance, ]|[, Insurance, , Reinsurance, ]}"
"Kaggle_187372+dbpedia_1110","0.8","1.0","{united states}","1.0","{2003.0|2003.0}","1.0","{56.0}","1.0","{crumbs bake shop|Crumbs Bake Shop}","0.0","{[, food & beverages, ]|[, Bakery, ]}"
"Kaggle_247911+dbpedia_424","0.8","1.0","{switzerland}","1.0","{2014.0}","1.0","{41.0}","1.0","{axovant sciences|Axovant Sciences}","0.0","{[, biotechnology, ]|[, Biopharmaceutical, ]}"
"Kaggle_3395+dbpedia_1821","0.8","1.0","{canada}","1.0","{1891.0|1891.0}","0.0","{2837.0|24500.0}","1.0","{great-west life|Great-West Lifeco}","1.0","{[, insurance, ]|[, Insurance, , Financial services, ]}"
"Kaggle_30072+dbpedia_3558","0.4","1.0","{united kingdom}","0.0","{2017.0|1880.0}","0.0","{389.0|8000.0}","1.0","{renewi plc|Renewi}","0.0","{[, renewables & environment, ]|[, Waste management, ]}"
"Kaggle_274143+dbpedia_3853","0.6","1.0","{united kingdom}","0.0","{2012.0|1878.0}","1.0","{37.0}","1.0","{shionogi limited|Shionogi}","0.0","{[, pharmaceuticals, ]|[, Biotechnology, ]}"
"Kaggle_118280+dbpedia_1863","0.6","1.0","{russia}","1.0","{1993.0|1993.0}","0.0","{93.0|15018.0}","1.0","{hms group|HMS Group}","0.0","{[, mechanical or industrial engineering, ]|[, Manufacturing, , Mechanical engineering, ]}"
"Kaggle_284665+dbpedia_1363","0.5","1.0","{spain}",,,"0.0","{35.0|15168.0}","1.0","{ebara corporation|Ebara Corporation}","0.0","{[, machinery, ]|[, Machine, ]}"
"Kaggle_191399+dbpedia_4413","0.5",,,"1.0","{1961.0}","0.0","{55.0|4397.0}","1.0","{toyo engineering corporation|Toyo Engineering Corporation}","0.0","{[, oil & energy, ]|[, Engineering, , Construction, ]}"
"Kaggle_18983+dbpedia_4295","0.6","1.0","{united states}","1.0","{2011.0|2011.0}","0.0","{613.0|1700.0}","1.0","{the realreal|The RealReal}","0.0","{[, apparel & fashion, ]|[, Recommerce, ]}"
"Kaggle_508+dbpedia_3599","0.8","1.0","{canada}","1.0","{1960.0|1960.0}","0.0","{12026.0|26000.0}","1.0","{rogers communications|Rogers Communications}","1.0","{[, telecommunications, ]|[, Mass media, , Telecommunications, ]}"
"Kaggle_253+dbpedia_659","0.8","1.0","{united states}","1.0","{1914.0|1914.0}","0.0","{18838.0|27173.0}","1.0","{booz allen hamilton|Booz Allen Hamilton}","1.0","{[, management consulting, ]|[, Management consulting, , Information technology consulting, ]}"
"Kaggle_4712+dbpedia_2180","0.8","1.0","{united states}","1.0","{2001.0|2000.0}","0.0","{2177.0|8858.0}","1.0","{intercontinental exchange|Intercontinental Exchange}","1.0","{[, financial services, ]|[, Financial market, , Financial services, , Service (economics), , Technology, ]}"
"Kaggle_5823+dbpedia_4703","0.6","1.0","{united states}","1.0","{1935.0|1935.0}","0.0","{1819.0|3400.0}","1.0","{webster bank|Webster Bank}","0.0","{[, banking, ]|[, Finance, ]}"
"Kaggle_6476+dbpedia_3782","0.6","1.0","{united states}","1.0","{1868.0|1868.0}","0.0","{1650.0|6500.0}","1.0","{the scotts miracle-gro company|Scotts Miracle-Gro Company}","0.0","{[, consumer goods, ]|[, Manufacturing, ]}"
